time, email, name, location, category, price, distance, restaurant_idlist
1631369257, IP: 127.0.0.1, guest, 28.6023741,-81.166558, american, 2, 10, ['lIwaafufo1VMDyhh0YUqLQ', 'xGeQSE9PpMCi1BRaXEHnsQ', 'JmYa0zgRu7s3-lQqqpAEog', '7kiwG4kTapcD-8aGW87iKA', 'psKQQp-KgQVe4L4xPgjKpQ', 'xRnhBtG63UNqQaC7wJUUZA', '9JqLMSb_lU0BqecAITonYQ', 'Ag89Kt5lObftTZG7yPCMsQ', '5lRflIhl7o3-pSWOzVmXFw']
